Function,cplxGamma,(z),Complex Gamma Function,Complex,Complex Gamma Function,,,,176
Function,cplxGammaLn,(z),Complex Logarith. Gamma Function,Complex,Complex Logarith. Gamma Function,,,,177
Function,cplxIntegr,"(Funct, a, b)",Returns the integral of a complex function f(x)=formula for a <= z <= b. It uses the Romberg method. ,Complex,Complex Integration f(z) - Romberg method,,,,154
Function,cplxInv,(z),Complex inverse. 1/z,Complex,Complex inverse 1/z,,,,145
Function,cplxLn,(z),Returns the complex function Ln(z) where z is a complex number,Complex,Complex logarithm Ln(z) ,Logarithm,,,101
Function,cplxMult,"(a, b)","Performs the complex multiplication of two complex numbers
 cplxmult(a, b) = a x b ",Complex,Complex Multiplication ,,,,53
Function,cplxNeg,(z),Retruns the opposite of a complex  -z,Complex,Complex opposite. -z,sign,,,146
Function,cplxPolar,"(z, [angle])","Converts a complex number from rectangular to polar form
Angle is RAD(default), DEG, or GRAD",Complex,Polar conversion ,,,,55
Function,cplxPow,"(z, [n])","Raises a complex number to real power n.
 cplxPow(z, n) = z^n   (default n = 2)",Complex,Complex integer power,,,,96
Function,cplxRect,"(z, [angle])","Converts a complex number from polar to rectangular form
Angle is RAD(default), DEG, or GRAD",Complex,Rectangular conversion ,,,,56
Function,cplxRoot,"(z, [n])","Complex root  z^(1/n)   (default n=2).
Array returns all the nth roots",Complex,Complex nth root,,,,97
Function,cplxSerie,"(Funct, n_min, n_max, z0)","Returns the series of a complex function F(z,n) for n =min to n =max, step by 1",Complex,Complex serie expansion,,,,156
Function,cplxSin,(z),Complex Sine,Complex,Complex Sine,,,,157
Function,cplxSinh,(z),Complex Hyperbolic Sine,Complex,Complex Hyperbolic Sine,,,,166
Function,cplxSub,"(a, b)","Performs the complex subtraction of two complex number:
  cplxSub(a, b) = a - b",Complex,Complex Subtraction ,,,,52
Function,cplxTan,(z),Complex Tangent,Complex,Complex Tangent,,,,160
Function,cplxTanh,(z),Complex Hyperbolic Tangent,Complex,Complex Hyperbolic Tan,,,,168
Function,cplxZeta,(z),Complex Zeta Function,Complex,Complex Zeta Function,,,,178
Function,Cspline_Coeff,"(Xin, Yin)","Calculates Cubic Spline Coefficients
a3*x^3+a2*x^2+a1*x+a0",Interpolation,Cubic Spline Coefficients,,,,140
Function,Cspline_Eval,"(Xin, Yin, Ypp, Xtarget)","Interpolates one point from sorted X,Y data pairs using Cubic Spline Interpolation with 2nd derivatives (fast formula)",Interpolation,Cubic Spline Interpolation (fast formula),,,,139
Function,Cspline_Interp,"(Xin, Yin, Xtarget)","Interpolates one point from sorted X,Y data pairs using Cubic Spline Interpolation",Interpolation,Cubic Spline Interpolation,,,,139
Function,Cspline_Pre,"(Xin, Yin)","2nd derivative values of cubic spline,",Interpolation,Cubic Spline 2nd derivative values,,,,141
Function,Cstr2logD,(x),"Returns Log of extended number x (base 10), as a double",Manipulation,"Log of extended number x (base 10), as a double",,,,500
Function,cvBase,"(number, [oldBASE], [newBASE])  ","Converts a number from one base to another (2 to 200)
Default oldBASE = 10, newBASE = 16",Arithmetic,Converts a number from one base to another,,,,127
Function,cvBaseDec,"(BaseNum, [Base])","Converts any base (2 to 200) into decimal
Default base = 16",Arithmetic,Converts any base (2 to 200) into decimal,,,,127
Function,cvBinDec,(BinNum),Converts digits binary into decimal ,Arithmetic,Converts binary into decimal,,,,127
Function,cvDecBase,"(DecNum, [Base])","Converts decimal-base into any base (2 to 200)
Default base = 16",Arithmetic,Converts decimal-base into any base (2 to 200),,,,127
Function,cvDecBin,(DecNum),Converts decimal into binary ,Arithmetic,Converts decimal into binary ,,,,127
Function,dBel,"(Amp, [MinLevel])","Returns the decibel of amplitude A, where dB(A) = 20*LOG(A)",Arithmetic,decibel conversion,Logarithm,,,198
Function,Dbl2Hex,"(x, [Separator])","Converts a double into a 16 byte Hex string that represents the full 64bit internal storage. Separator character defaults to a space, but can also be null.",Manipulation,Converts a double into a 16 byte Hex string,,,,127
Function,DblDif,"(q, c)","Returns number of doubles difference between q and c
If q=c returns 0",Manipulation,Returns number of doubles difference between q and c,,,,501
Function,dCStr,"(x, [Digits])","Converts double precision number (x) into multiprecision.
Optional [Digits] from 1 to Digits Limit
If [Digits] is missing uses Default Dbl 2 Str configuration setting.",Manipulation,Converts double precision into multiprecision,,,,501
Function,DFSP,"(samples, [dB], [Angle])",returns the N/2 harmonics of the Discrete Fourier Spectrum from N samples,"Integrals, Series",Discrete Fourier Spectrum ,"fourier, sin, cos",,,197
Function,DFSP_Inv,"(samples, [dB], [Angle])",returns a temporal sequence of 2N samples from N harmonics spectrum,"Integrals, Series",Inverse of Discrete Fourier Spectrum ,"fourier, sin, cos",,,199
Function,DFT,"(samples, [central])",returns the N x 2 matrix of the DFT transformation of N samples.,"Integrals, Series",Discrete Fourier Transformation,coefficients armonic analysis,,,104
Function,DFT_Inv,(samples. [central]),returns the N samples of the Inverse DFT transformation,"Integrals, Series",Discrete Fourier Inverse Transformation,coefficients armonic analysis,,,105
Function,DgMat,"(x, y, [MatchValue])","Returns the number of matching significant digits of x and y. If x and y are an exact match, by default returns 20000, but can be specified by [MatchValue].",Manipulation,Returns the # of matching significant digits of x and y,,,,500
Function,Diff1,"(Var_Value, Func, [Lim], [Param], [Var_Label], [MaxPrecision])","First derivative of f(x), 'x' is default, otherwise can be specified by 'Var_Label'
lim = 0 central, -1 left and +1 right","Derivatives, limits",First derivative of f(x),,,,189
Function,Diff2,"(Var_Value, Func, [Param], [Var_Label], [MaxPrecision])","Second derivative of f(x), 'x' is default, otherwise can be specified by 'Var_Label'","Derivatives, limits",Second derivative of f(x),,,,190
Function,diGamma,(x),diGamma function,Special functions,diGamma function,psi,,,212
Function,DigitsAllDiff,(number),Checks if the digits are all different,Manipulation,Check digits,,,,137
Function,DiophEqu,"(a, b, c)",Diophantine equation ax+by=c solving ,Numbers,Diophantine equation,,,,262
Function,Dpoly,"(x, Coef, ord)","Returns the derivative value (double precision) of a polynomial at the point x
Coef is an array of coefficients
ord is order (1 for first derivative, 2 for second, etc)",Polynomial,Derivative value of a polynomial,,,,36
Function,Dpolyn,"(z, Coefficients, Order, [DgtMax])",polynomial derivative in extended precision for argument z real or complex.,Polynomial,Multiprecision Polynomial Derivative,,,,231
Function,DSBeta,"(x, a, b, [Dtype])","Beta distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Beta distribution,,,,403
Function,DSBinomial,"(k, n, p, [Dtype])","Binomial distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Binomial distribution,,,,403
Function,DSCauchy,"(x, avg, dev, [n], [Dtype])",Cauchy (generalized) distribution,Statistical,Cauchy (generalized) distribution,,,,403
Function,DSChi,"(x, R, [Dtype])","Chi distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Chi distribution,,,,403
Function,DSErlang,"(x, k, lambda, [Dtype])","Erlang distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Erlang distribution,,,,403
Function,DSGamma,"(x, k, lambda, [Dtype])","Gamma distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Gamma distribution,,,,403
Function,DSLevy,"(x, lambda, [Dtype])","Levy distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Levy distribution,,,,403
Function,DSLogistic,"(x, avg, dev, [Dtype])","Logistic distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Logistic distribution,,,,403
Function,DSLogNormal,"(x, avg, dev, [Dtype])","Log-normal distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Log-normal distribution,,,,403
Function,DSMaxwell,"(x, a, [Dtype])","Maxwell-Boltzman
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Maxwell-Boltzman,,,,403
Function,DSMises,"(x, k, [Dtype])","Von Mises distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Von Mises distribution,,,,403
Function,DSNormal,"(x, avg, dev, [Dtype])","Normal distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Normal distribution,,,,403
Function,DSPoisson,"(k, z, [Dtype])","Poisson distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Poisson distribution,,,,403
Function,DSRayleigh,"(x, dev, [Dtype])","Rayleigh distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Rayleigh distribution,,,,403
Function,DSRice,"(x, v, s, [Dtype])","Rice distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Rice distribution,,,,403
Function,DSStudent,"(x, v, [Dtype])","Student distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Student distribution,,,,403
Function,DSWeibull,"(x, k, lambda, [Dtype])","Weibull distribution
Optional Dtype can be entered as 1 or TRUE;  0 or FALSE
If Dtype is missing, Dtype = 0 (FALSE)",Statistical,Weibull distribution,,,,403
Function,errFun,(x),error function ERF(x),Statistical,error function,Gauss,,,204
Function,errFunC,(x),complementary of error function ERFC(x),Statistical,complementary of error function,Gauss,,,204
Function,Exp_Integr,(x),Exponential integral Ei(x) for x >0,Special functions,Exponential integral Ei(x) for x >0,,,,205
Function,Expn_Integr,"(x, n)",Exponential integral En(x),Special functions,Exponential integral En(x),,,,206
Function,ExtDelta2,(x),Aitken's delta square extrapolation ,Interpolation,Aitken's delta square extrapolation ,"iterate, sequence",,,95
Function,Factor,(n),"Returns the prime factors = [factor, exponent] of integer number",Numbers,Number factorization,prime,,,98
Function,fDgMat,"(x, y, [M])","Returns number of matching digits of x and y, including fractional portion.
If x and y are exact, by default returns xDgtS(x), but can be specified by [M]
If < 0 returns -ABS(Log(x)-Log(y))
If M is negative uses Abs(M) for exact, and returns zero if < 0",Manipulation,fractional matching significant digits of x and y,,,,500
Function,FFT,"(samples, [central])",Returns the N x 2 matrix of the FFT transform. The number of samples N must be a power of 2.,"Integrals, Series",Fast Fourier Transformation,FFT Coefficients armonic analysis,,,104
Function,FFT_Inv,"(samples, [central])",Returns the N samples of the FFT inverse transform. The number of samples N must be a power of 2.,"Integrals, Series",Fast Fourier Inverse Transformation,FFT Coefficients armonic analysis,,,105
Function,FFT2D,(samples),Returns the complex matrix of 2D-FFT transform. Samples is a matrix NxM where N and M must be a power of 2.,"Integrals, Series","2D Fast Fourier Transform,","fourier, sin, cos",,,196
Function,FFT2D_Inv,(samples),Returns the matrix of 2D-FFT inverse transform. Samples is a matrix 2NxM where N and M must be a power of 2.,"Integrals, Series","2D Inverse Fast Fourier Transform,","fourier, sin, cos",,,196
Function,fixString,"(s, [OldDecSep], [OldMilSep])",Attempts to fix string to current international settings for Decimal Separator.,Manipulation,Fix String to current International Settings,,,,500
Function,Flip,(v),"Returns a vector with inverse order
[a1, a2, a3, a4] --> [a4, a3, a2, a1]",Manipulation,Vector flip,,,,130
Function,Fourier_Cos,"(Funct, k, [a], [Param], [Var_Label])",Perform the infinite integration of f(x)*cos(kx) from a to infinity. It uses the Double Exponential method. Default Var_Label is 'x',"Integrals, Series",Fourier cosine transform,integral,,,282
Function,Fourier_Sin,"(Funct, k, [a], [Param], [Var_Label])",Perform the infinite integration of f(x)*sin(kx) from a to infinity. It uses the Double Exponential method. Default Var_Label is 'x',"Integrals, Series",Fourier sine transform,integral,,,282
Function,FracInterp,"(x, xi, coeff, [DgtMax])","interpolation with continued fraction
y = a0 + (x-x1)/(a1+(x-x2)/(a2+(x-x3)/(a3+...)))",Interpolation,continued fraction interpolation,,,,134
Function,FracInterpCoef,"(xi, yi, [DgtMax])","coefficients [a0,a1,a2,...] of interpolation with continued fraction",Interpolation,continued fraction interpolation coefficients,,,,134
Function,Fract,"(x, [ErrMax])","Returns numerator and denominator (to 2 cells) of fraction that approximates x.
Returns a string 'numerator/denominator' if one cell is selected
optional ErrMax = 10^-14 if is missing",Numbers,Fraction conversion,"rational, ratio, approximate",,,72
Function,FractCont,"(x, [n])","Continued fraction of x using standard double precision, accurate to 15 digits.
Entered as 2 x n or 3 x n array, or use [n] to return [a0;a1,a2,...,an] to a single cell.
For more than 15 digits use xFractCont",Numbers,Continued fraction,"rational, ratio, approximate",,,314
Function,FractContSqr,(n),Continued fraction of the square root of n.,Numbers,Continued fraction of square root,"rational, ratio, approximate",,,315
Function,Fresnel_Cos,(x),Fresnel cosine integral C(x),Special functions,Fresnel cosine integral ,,,,219
Function,Fresnel_Sin,(x),Fresnel Sine integral S(x),Special functions,Fresnel Sine integral ,,,,218
Function,GetBadString,(),"Test function in xTest module. No Bad Strings in 64-bit will cause infinite loop:
hold down on Esc key to avoid having to shut down with Task Manager",Manipulation,Test function in xTest module,,,,500
Function,GetDecr,(x),"approx 29 digit string of (Decreasing) Increment for Previous (smaller) Double
x + GetDecr(x) < x for positive x.
x + GetDecr(x) > x for negative x.
GetDecr(0) = -4.94E-324 ,  the smallest negative Increment:
=xNeg(xPow2(-1074,29))",Manipulation,Decreasing Increment for Previous (smaller) Double,,,,500
Function,GetDerivCoefs,"([Order], [NumofPoints], [Offset])","Returns the coefficients for the derivative functions as a 2 x (2+NumofPoints) array, with LCD and Divisor as the 1st 2 returns","Derivatives, limits",Returns the coefficients for the derivative functions,,,,503
Function,GetDerivD,"([Var_Value], [Digit_Max], [Order], [NumOfPoints], [Offset], [MaxPrecision])",Returns the initial internal machine precision that will be used for the given parameters in the derivative functions. If missing [MaxPrecision] is allowed up to Digits_Limit,"Derivatives, limits",Initial machine precision for the derivative functions,,,,503
Function,GetDerivExpectedDigits,"([Var_Value], [Digit_Max], [Order], [NumOfPoints], [Offset], [MaxPrecision])",The inverse of GetDerivD. Returns the expected number of correct digits for the derivative functions with the given parameters. If missing [MaxPrecision] is allowed up to Digits_Limit,"Derivatives, limits",expected correct digits for the derivative functions,,,,503
Function,GetDigitsLimit,(),"Returns DigitsLimit, the largest allowed DgtMax",Options,"Returns DigitsLimit, the largest allowed DgtMax",,,,500
Function,GetExcelAppVer,(),"Returns Excel Version of Office. 14=2010, 12=2007, 11=2003, 10=2002, 9=2000, 8=97",Options,Returns Excel Version of Office,,,,500
Function,GetIncr,(x),"approx 29 digit string of the Increment for the Next (larger) Double.
x + GetIncr(x) > x for positive x.
x + GetIncr(x) < x for negative x.
GetIncr(0) = 4.94E-324 ,  the smallest positive Increment: =xPow2(-1074,29))",Manipulation,Returns the Increment for the Next (larger) Double,,,,500
Function,GetMaxString,(x),"Test function in xTest module
Find Max string that converts to the same double",Manipulation,Find Max string that converts to the same double,,,,500
Function,GetMinMax,"(x, [SigDgt])",Test function in xTest module,Manipulation,Test function in xTest module,,,,500
Function,GetMinString,(x),"Test function in xTest module
Find Min string that converts to the same double",Manipulation,Test function in xTest module,,,,500
Function,GetNextDouble,(x),"Returns the Next  Double further away from 0
GetNextDouble(''-0'') = -4.94E-324 ,  the smallest negative double",Manipulation,Returns the Next (larger) Double,,,,500
Function,GetPof10,(),Test function in xTest module,Manipulation,Test function in xTest module,,,,500
Function,GetPrevDouble,(x),Returns the Previous  Double(Closer to 0).,Manipulation,Returns the Previous (smaller) Double,,,,500
Function,GetxBASE,(),"Returns xBASE, the number of digits per packet",Options,"Returns xBASE, the number of digits per packet",,,,500
Function,GetXnArgSep,(),Returns the argument separator being used in VBA,Options,Returns the argument separator being used in VBA,,,,505
Function,GetXnCaseSen,(),"Returns TRUE or FALSE,  the Configured default setting for using
Case Sensitive Variable Names for formula strings and labels",Options,default setting for Case Sensitive Variable Names,,,,500
Function,GetXnConfigStatus,(),"2 x 19 array function returns all 18 Configuration settings, with labels as their Public variable names (listed in the XnumbPrivate module), plus DigitsLimit",Options,array function returns the Configuration settings,,,,500
Function,GetXnDecSep,(),Returns the decimal separator being used in VBA,Options,Returns the decimal separator being used in VBA,,,,505
Function,GetXnDefaultDigits,(),Returns the Configured default DigitMax,Options,Returns the Configured default DigitMax,,,,500
Function,GetXnDefCStr,(),"Returns the current Configuration setting for 'Default Dbl 2 Str Digits' .
0=vCStr, 15-28=dCStr, 29-DigitsLimit=xCStr",Options,Returns current Config setting for 'Default Dbl 2 Str',,,,500
Function,GetXnLeadZeros,(),"Returns the Configured default maximum number of leading zeros that get returned with decimal numbers between -1 and 1
If more exist extended numbers are returned in scientific notation. To display more zeros than DigitMax use the xFmt function",Options,default maximum number of leading zeros,,,,500
Function,GetXnMilSep,(),Returns the thousands separator being used in VBA,Options,Returns the thousands separator being used in VBA,,,,505
Function,GetXnSMPadj,(),Returns the Configured default number of extra digits to use for internal calculation of most of the xFunctions,Options,Configured default extra digits for xFunctions,,,,500
Function,GetXnTrailZeros,(),"Returns the Configured default maximum number of trailing zeros that get returned with integers.
If more exist extended numbers are returned in scientific notation. To display more zeros than DigitMax use the iFmt function",Options,default maximum number of trailing zeros,,,,500
Function,GetXnUseXroundIN,(),"Returns TRUE or FALSE,  the Configured default setting for using rounded input
(IF extended number input strings are larger than DigitMax)",Options,default setting for rounded input (TRUE or FALSE),,,,500
Function,GetXnUseXroundOUT,(),"Returns TRUE or FALSE,  the Configured default setting for using rounded output of extended number strings",Options,default setting for rounded output (TRUE or FALSE),,,,500
Function,GetXnVersion,(),Returns the Configured version of Xnumbers,Options,Returns the Configured version of Xnumbers,,,,500
Function,GetXNxAddAdj,(),Returns the Configured default number of extra digits to use for internal calculation of xAdd (and xSub). Setting this larger ensures that numbers with larger differences in exponents get included in calculations,Options,Configured default number of extra digits for xAdd,,,,500
Function,GetXNxDivAdj,(),Returns the Configured default number of extra digits to use for internal calculation of xDiv. Setting this to 1 ensures at least 1 extra digit for rounding,Options,Configured default number of extra digits for xDiv,,,,500
Function,GetXNxMultAdj,(),Returns the Configured default number of extra packets (as multiples of xBASE) to use for internal calculation of xMult. '2' is required to ensure accuracy,Options,Configured default number of extra packets for xMult,,,,500
Function,gGTd,(x),"Returns the closest double Greater Than x
gGTd(x) > x for all numbers, positive and negative.",Manipulation,Returns the closest double Greater Than x,,,,500
Function,gLTd,(x),"Returns the closest double Less Than x
gLTd(x) < x for all numbers, positive and negative.",Manipulation,Returns the closest double Less Than x,,,,500
Function,Grad,"(Var_Values, Func, [Param], [Var_Labels], [MaxPrecision])","vector of first derivatives of  function f(x,y,z)
'x,y,z,t' is default, otherwise can be specified by 'Var_Labels'","Derivatives, limits","Gradient of f(x,y,z)",,,,191
Function,Hessian,"(Var_Values, Func, [Param], [Var_Labels])","Hessian matrix of a function f(x,y,z)
'x,y,z,t' is default, otherwise can be specified by 'Var_Labels'","Derivatives, limits",Hessian matrix,,,,193
Function,Hex2Dbl,(HexStr),Converts 16 byte Hex string back into a double,Manipulation,Converts 16 byte Hex string back into a double,,,,127
Function,HypGeom,"(a,b,c,x)",Hypergeometric function,Special functions,Hypergeometric function,,,,260
Function,iFmt,"(x, [NumIntDigits])","Converts Mantissa without decimal separator:
formats an extended number, real or complex, as an integer and an exponent.
If -1 is passed for NumIntDgts will always return ALL trailing zeros",Manipulation,Converts Mantissa without decimal separator,,,,500
Function,Integr,"(Funct, a, b, [Param], [Var_Label])","Returns the integral of a function f(x) for a <= x <= b where a and b can also be infinite (a=inf, b=inf). Default Var_Label is 'x'","Integrals, Series",Integration f(x),"calculus, area",,,281
Function,Integr_2D,"(Fxy, xMin, xMax, yMin, yMax, [Param], [Polar], [ErrMax], [Var_Labels],[Rank])","Approximates the double integral of a function f(x, y) for a <= x <= b and
c <= y <= d  using the 2D Romberg method. Param used by all equations.
Defaults are Polar=FALSE, Rank=8, ErrMax=1E-11, Var_Labels=''x'',''y''","Integrals, Series","2D Integral f(x, y) - Romberg method","calculus, area, double, domain",,,183
Function,Integr_3D,"(Fxyz, xMin, xMax, yMin, yMax, zMin, zMax, [Param], [SysCoor], [ErrMax], [Var_Labels], [Rank])","Approximates the triple integral of a function f(x, y, z) using the 3D
double exponential method.  SysCoor 1=Rect.,2=Polar,3=Cylindrical
Defaults are SysCorr=1, Rank=8, ErrMax=2E-16, Var_Labels=''x'',''y'',''z''
Param is used by all equations.","Integrals, Series",Triple integral - DE method,"calculus, area, triple, domain",,,307
Function,Integr_DE,"(Funct, a, b, [Param], [Var_Label])",Returns the Integral of f(x) between a and b. using the Double Exponential (DE) Transformation. Default Var_Label is 'x',"Integrals, Series",Integration f(x) - Double Exponential method,integral,,,280
Function,Integr_fCos,"(Funct, a, b, k, Intervals, [Param], [Var_Label])","Numeric Integration of f(t)*cos(k*t) with Filon's formula.
Default Var_Label is 'x'","Integrals, Series",Numeric Integration of f(t)*cos(k*t) with Filon's formula,oscillating,,,150
Function,Integr_fSin,"(Funct, a, b, k, Intervals, [Param], [Var_Label])","Numeric Integration of f(t)*sin(k*t) with Filon's formula.
Default Var_Label is 'x'","Integrals, Series",Numeric Integration of f(t)*sin(k*t) with Filon's formula,oscillating,,,150
Function,Integr_NC,"(Funct, a, b, Intervals, [Degree], [Param], [Var_Label])","Returns the integral of a function f(x) for a <= x <= b
It uses the Newton-Cotes formulas. Default Var_Label is 'x'","Integrals, Series",Integration f(x) - Newton-Cotes formulas,"calculus, area",,,149
Function,Integr_Ro,"(Funct, a, b, [Param], [Rank], [ErrMax], [Var_Label])",Returns the integral of a function f(x) for a <= x <= b. It uses the Romberg method. The parameter rank sets the max number of integration nodes = 2^rank (default rank=16). ErrMax default=4*10^-16. Default Var_Label is 'x',"Integrals, Series",Integration f(x) - Romberg method,integral,,,109
Function,IntegrData,"(x, y, [IntType])","Returns the function integral of a data set (xi , yi)","Integrals, Series",Data set integration,"calculus, area",,,107
Function,IntegrData2D,"(Dataxy, hx, hy)","Returns the integral of a bi-dimensiona array of data f(xi , yj)","Integrals, Series","2D data integration,","calculus, volume, quadrature",,,308
Function,IntegrDataC,"(x, y, [Degree])","Returns the integral of a data vector (xi , yi)
It uses the Newton-Cotes formulas up to 12th degree.","Integrals, Series",Integration of data vector - Newton-Cotes formulas,"calculus, area, quadrature",,,108
Function,Interp_Mesh,(TableXY),"Linear interpolation of f(x,y) tabulated with a mesh of given points",Interpolation,"2D Mesh interpolate,",,,,144
Function,IntPowCos,"(n, x)",Integral of cosine raised to integer power,Special functions,integral of cosine pow,,,,316
Function,IntPowSin,"(n, x)",Integral of sine raised to integer power,Special functions,integral of sine pow,,,,316
Function,IsDblBad,(x),"Test function in xTest module
TRUE if string(s) exist that convert to the wrong double",Manipulation,Test function in xTest module,,,,500
Function,IsStrBad,(x),"Test function in xTest module
TRUE if string converts to the wrong double",Manipulation,Test function in xTest module,,,,500
